STATE,NAME,YEAR,G,PA,AB,RBI,R,H,1B,2B,3B,HR,TB,SO,SB,AVG,OBP,SLG,GIDP,SAC,SF,BB,IBB,HBP,CS,GO,AO,G/F,SB%,TA,SSA
°h§Ð,³¢©§µa,2007,76,201,186,29,24,48,30,12,0,6,78,47,0,0.258,0.313,0.419,3,0,0,14,0,1,0,50,41,1.22,0,0.66,601.06
°h§Ð,³¯§J¦|,2007,76,199,180,32,24,44,32,7,3,2,63,26,2,0.244,0.293,0.35,5,1,4,12,0,2,0,57,57,1,1,0.56,507.44
°h§Ð,¶§ªF¯q,2007,75,205,179,14,29,39,30,6,2,1,52,56,7,0.218,0.286,0.291,1,9,0,16,0,1,1,41,43,0.953,0.875,0.535,359.88
°h§Ð,¥C©÷ºa,2007,75,173,155,13,13,44,36,7,1,0,53,38,0,0.284,0.351,0.342,4,2,0,7,0,9,0,31,42,0.738,0,0.6,401.87
°h§Ð,½²«Ø°¶,2007,75,229,201,18,27,51,40,6,4,1,68,47,4,0.254,0.336,0.338,6,3,0,23,0,2,1,61,42,1.452,0.8,0.618,431.73
°h§Ð,¸­ªøÀs,2007,74,154,140,11,25,29,22,5,0,2,40,24,2,0.207,0.253,0.286,5,4,1,7,0,2,2,56,32,1.75,0.5,0.432,342.14
°h§Ð,·¨ªQ©¶,2007,73,241,228,28,40,74,57,12,4,1,97,31,9,0.325,0.351,0.425,1,2,1,9,0,1,1,77,47,1.638,0.9,0.744,581.56
°h§Ð,¯Î¦A¥Í,2007,73,171,147,18,22,40,33,5,1,1,50,36,1,0.272,0.353,0.34,0,4,1,14,0,5,1,37,35,1.057,0.5,0.648,432.11
°h§Ð,³¯«a¥ô,2007,71,292,268,42,43,96,78,12,1,5,125,21,0,0.358,0.405,0.466,9,0,1,16,1,6,1,96,56,1.714,0,0.813,793.21
°h§Ð,¬ö«TÅï,2007,69,310,268,28,43,72,53,14,5,0,96,33,19,0.269,0.339,0.358,4,5,3,28,4,2,5,90,76,1.184,0.792,0.727,504.66
°h§Ð,¸­§g¼ý,2007,69,237,218,20,19,53,43,8,1,1,66,33,1,0.243,0.284,0.303,2,5,1,6,0,7,2,86,46,1.87,0.333,0.473,429.12
°h§Ð,³¯°·°¶,2007,68,226,195,31,30,54,41,9,1,3,74,37,5,0.277,0.354,0.379,3,2,3,25,1,0,2,49,58,0.845,0.714,0.719,565.92
°h§Ð,³¯´¼¥°,2007,66,205,185,22,20,45,33,9,1,2,62,51,2,0.243,0.287,0.335,6,3,4,7,0,6,2,49,45,1.089,0.5,0.52,455.24
°h§Ð,³¯¹Å§»,2007,65,186,171,17,21,46,29,12,0,5,73,33,1,0.269,0.319,0.427,7,1,1,10,0,3,0,46,47,0.979,1,0.659,527.01
°h§Ð,§E¶i¼w,2007,65,208,184,10,25,47,44,1,2,0,52,32,5,0.255,0.301,0.283,3,12,0,12,0,0,4,65,40,1.625,0.556,0.479,357.43
°h§Ð,´¿º~¦{,2007,64,195,159,27,17,39,24,10,0,5,64,27,0,0.245,0.358,0.403,3,2,2,26,3,3,1,49,46,1.065,0,0.774,544.28
°h§Ð,¤ý¤lÛp,2007,64,152,139,18,17,36,29,6,0,1,45,30,1,0.259,0.297,0.324,5,4,1,7,0,1,0,37,37,1,1,0.5,413.99
°h§Ð,³¯¤¸¥Ò,2007,64,141,133,18,16,31,22,6,0,3,46,22,3,0.233,0.25,0.346,3,1,3,4,0,0,0,36,47,0.766,1,0.505,429.08
°h§Ð,³¯¦¿©M,2007,63,191,176,26,15,47,42,3,0,2,56,31,1,0.267,0.299,0.318,5,4,2,7,0,2,0,57,43,1.326,1,0.493,493.05
°h§Ð,ªL©ú¾Ë,2007,59,233,205,15,34,66,56,8,1,1,79,31,5,0.322,0.386,0.385,1,4,1,14,1,8,4,66,43,1.535,0.556,0.743,495.95
°h§Ð,³¯¥Ã­õ,2007,58,108,94,6,11,21,17,3,0,1,27,17,1,0.223,0.305,0.287,4,3,0,8,0,3,0,36,20,1.8,1,0.506,300.4
°h§Ð,ªL¬z¥­,2007,56,161,149,24,12,35,25,8,0,2,49,31,0,0.235,0.277,0.329,4,2,1,7,0,2,0,45,39,1.154,0,0.492,443.9
°h§Ð,³¯·ç©÷,2007,55,107,96,7,6,29,26,2,0,1,34,12,0,0.302,0.349,0.354,2,1,2,4,0,4,0,34,23,1.478,0,0.609,391.08
°h§Ð,¶¾³Ó½å,2007,53,169,147,11,9,29,23,4,2,0,37,12,0,0.197,0.274,0.252,6,5,1,11,0,5,1,78,29,2.69,0,0.424,289.28
°h§Ð,·¨¶i¶¯,2007,52,87,78,8,4,16,12,3,1,0,21,16,1,0.205,0.287,0.269,1,0,0,8,0,1,0,31,15,2.067,1,0.492,266.13
°h§Ð,´¿Ãè®p,2007,51,52,48,5,6,9,7,1,1,0,12,17,1,0.188,0.235,0.25,1,1,0,3,0,0,0,15,7,2.143,1,0.4,224.5
°h§Ð,´¿®a½å,2007,51,101,91,9,6,22,18,2,2,0,28,32,0,0.242,0.307,0.308,2,0,1,9,0,0,0,21,17,1.235,0,0.521,314.76
°h§Ð,¥d¬¥´µ,2007,50,223,195,52,27,70,46,16,0,8,110,40,2,0.359,0.412,0.564,6,0,5,18,2,3,1,39,51,0.765,0.667,1.023,888.97
°h§Ð,¥Ûª÷¨ü,2007,49,96,85,9,6,19,18,1,0,0,20,10,0,0.224,0.292,0.235,5,0,2,9,0,0,1,28,30,0.933,0,0.403,288.53
°h§Ð,¶À®õÀs,2007,48,127,118,17,16,35,27,6,0,2,47,15,3,0.297,0.32,0.398,1,5,0,3,0,1,0,38,30,1.267,1,0.643,468.61
°h§Ð,¦¶ÂE´Ë,2007,46,92,82,6,14,15,13,1,1,0,18,17,0,0.183,0.218,0.22,2,5,1,4,0,0,1,26,25,1.04,0,0.314,230.93
°h§Ð,§d¬f§»,2007,45,85,70,6,9,17,13,3,1,0,22,16,0,0.243,0.329,0.314,2,6,0,8,0,1,0,19,18,1.056,0,0.564,294.86
°h§Ð,¶À¶Q¸Î,2007,44,94,78,19,9,18,13,3,1,1,26,19,2,0.231,0.309,0.333,0,0,5,9,0,2,0,18,28,0.643,1,0.65,371.77
°h§Ð,¼ï©¾­³,2007,43,165,156,21,11,37,29,6,0,2,49,23,2,0.237,0.256,0.314,8,1,3,3,0,2,2,52,47,1.106,0.5,0.434,431.18
°h§Ð,Áé®aÄ_,2007,42,87,77,5,8,17,17,0,0,0,17,16,2,0.221,0.277,0.221,3,3,0,6,0,0,0,29,15,1.933,1,0.397,262.78
°h§Ð,¦Òµá,2007,40,180,146,33,37,38,18,9,0,11,80,34,0,0.26,0.394,0.548,1,0,1,24,0,9,0,32,43,0.744,0,1.037,725.27
°h§Ð,³¯­PÄP,2007,40,62,52,9,9,10,8,2,0,0,12,11,0,0.192,0.228,0.231,2,5,2,3,0,0,0,20,13,1.538,0,0.341,249.31
°h§Ð,³¢¤@®p,2007,40,91,84,10,9,15,11,4,0,0,19,32,0,0.179,0.225,0.226,2,2,0,4,0,1,0,27,10,2.7,0,0.338,247.57
°h§Ð,¾G¤D¤å,2007,39,60,57,3,8,9,7,1,0,1,13,18,0,0.158,0.2,0.228,2,0,0,3,0,0,0,14,16,0.875,0,0.32,205.89
°h§Ð,§d¨Îºa,2007,39,72,56,2,10,13,13,0,0,0,13,8,3,0.232,0.377,0.232,5,3,0,12,0,1,0,25,10,2.5,1,0.604,255.14
°h§Ð,¶À¤p°¶,2007,38,114,101,8,13,31,23,5,2,1,43,30,0,0.307,0.381,0.426,7,1,0,11,0,1,1,29,11,2.636,0,0.705,409.93
°h§Ð,ªL¸t³Í,2007,37,72,67,16,3,12,8,1,0,3,22,22,0,0.179,0.236,0.328,1,0,0,5,0,0,0,14,19,0.737,0,0.482,341.1
°h§Ð,§f«T¶¯,2007,36,79,78,3,9,17,15,2,0,0,19,10,2,0.218,0.228,0.244,2,0,0,1,0,0,0,28,23,1.217,1,0.349,251.95
°h§Ð,¬Iµ¾³Í,2007,34,28,24,3,5,3,2,1,0,0,4,9,2,0.125,0.192,0.167,0,2,0,2,0,0,0,6,6,1,1,0.381,144
°h§Ð,¶À©¾¸q,2007,34,99,93,11,9,23,18,3,1,1,31,6,1,0.247,0.286,0.333,3,1,0,4,0,1,0,35,29,1.207,1,0.507,353.31
°h§Ð,¶À¥ÌÀM,2007,33,107,98,10,12,33,27,5,0,1,41,12,0,0.337,0.393,0.418,6,0,0,8,0,1,1,27,26,1.038,0,0.694,447.73
°h§Ð,³\¸tªN,2007,33,67,62,4,6,17,15,2,0,0,19,8,0,0.274,0.313,0.306,1,0,1,4,0,0,1,24,14,1.714,0,0.489,313.19
°h§Ð,¬Iª÷¨å,2007,32,47,45,4,7,16,14,2,0,0,18,9,0,0.356,0.383,0.4,2,0,0,2,0,0,0,11,9,1.222,0,0.645,393.56
°h§Ð,ªF¥§,2007,32,132,121,25,20,41,25,8,0,8,73,20,5,0.339,0.371,0.603,3,0,3,4,0,4,1,31,32,0.969,0.833,1.024,696.84
°h§Ð,·¨³Õ¤Ð,2007,31,58,53,4,8,14,14,0,0,0,14,12,1,0.264,0.304,0.264,2,2,0,3,0,0,0,14,13,1.077,1,0.439,298.15
°h§Ð,³¯­P»·,2007,30,118,111,27,20,41,25,11,1,4,66,18,0,0.369,0.39,0.595,2,0,2,5,0,0,0,14,40,0.35,0,0.986,650.37
°h§Ð,°ª¬FµØ,2007,29,81,69,8,9,20,14,5,0,1,28,12,0,0.29,0.363,0.406,2,1,2,9,0,0,0,16,23,0.696,0,0.725,377.86
°h§Ð,­è¤O¤h,2007,29,127,113,18,19,38,27,9,0,2,53,17,0,0.336,0.409,0.469,4,0,0,13,0,1,0,31,27,1.148,0,0.848,519.28
°h§Ð,³\®p»«,2007,25,34,29,2,3,7,7,0,0,0,7,3,4,0.241,0.333,0.241,1,1,0,4,0,0,2,14,5,2.8,0.667,0.6,258.38
°h§Ð,ÃÃ¥»³Õ¥v,2007,24,79,75,6,7,19,16,2,1,0,23,10,0,0.253,0.273,0.307,6,2,0,1,0,1,0,25,21,1.19,0,0.403,306.33
°h§Ð,¤ý«iº³,2007,24,27,24,2,6,5,4,1,0,0,6,7,0,0.208,0.296,0.25,1,0,0,3,0,0,0,6,6,1,0,0.45,224.33
°h§Ð,±i®a·½,2007,24,9,8,0,6,1,1,0,0,0,1,3,0,0.125,0.222,0.125,0,0,0,1,0,0,0,1,3,0.333,0,0.286,126
°h§Ð,§õ§Ó³Ç,2007,24,62,55,1,7,12,9,3,0,0,15,10,0,0.218,0.283,0.273,2,2,0,5,0,0,0,18,15,1.2,0,0.444,238.18
°h§Ð,ªô«T¤å,2007,23,34,32,0,3,5,4,1,0,0,6,2,0,0.156,0.182,0.188,0,1,0,1,0,0,0,19,6,3.167,0,0.259,162.25
°h§Ð,³¯·N©¾,2007,22,22,19,0,1,1,0,1,0,0,2,14,0,0.053,0.182,0.105,0,0,0,3,0,0,0,1,3,0.333,0,0.278,54.63
°h§Ð,±i«Ø»Ê,2007,21,75,67,11,10,23,13,6,2,2,39,14,0,0.343,0.389,0.582,2,3,0,4,0,1,0,17,13,1.308,0,0.957,477.28
°h§Ð,±i¨|«O,2007,20,9,5,0,2,1,1,0,0,0,1,2,1,0.2,0.5,0.2,1,1,0,2,0,1,2,2,0,0,0.333,0.714,201
°h§Ð,¼B®a»¨,2007,17,32,29,2,2,6,5,0,1,0,8,8,0,0.207,0.258,0.276,0,1,0,2,0,0,0,11,4,2.75,0,0.435,224.9
°h§Ð,½²©v¦ö,2007,15,34,29,1,6,4,4,0,0,0,4,1,0,0.138,0.194,0.138,3,3,0,2,0,0,0,14,10,1.4,0,0.214,146.93
°h§Ð,ªL¹¥°¶,2007,15,25,23,2,4,7,5,2,0,0,9,5,0,0.304,0.36,0.391,0,0,0,2,0,0,0,8,8,1,0,0.688,323.35
°h§Ð,±i¥Á¿Î,2007,15,32,31,3,2,5,3,1,1,0,8,10,0,0.161,0.188,0.258,0,0,0,1,0,0,0,9,7,1.286,0,0.346,184.29
°h§Ð,¸U¼w²»,2007,14,32,31,1,1,6,5,1,0,0,7,4,0,0.194,0.219,0.226,1,0,0,1,0,0,0,12,9,1.333,0,0.308,205.55
°h§Ð,¤O¼Ú,2007,14,56,52,11,9,18,14,1,0,3,28,9,0,0.346,0.393,0.538,1,0,0,3,0,1,0,14,11,1.273,0,0.914,489.15
°h§Ð,³¯«T½÷,2007,13,12,12,3,1,2,1,0,0,1,5,6,0,0.167,0.167,0.417,0,0,0,0,0,0,0,2,2,1,0,0.5,206.67
°h§Ð,§d¬L½÷,2007,12,11,11,0,1,2,2,0,0,0,2,4,0,0.182,0.182,0.182,0,0,0,0,0,0,0,3,2,1.5,0,0.222,183.82
°h§Ð,¬¥¥i,2007,11,48,41,1,5,8,5,3,0,0,11,4,0,0.195,0.313,0.268,3,0,0,4,0,3,0,17,12,1.417,0,0.5,211.12
°h§Ð,¥Û«Û½n,2007,11,24,22,4,4,7,5,0,2,0,11,4,1,0.318,0.375,0.5,0,0,0,2,0,0,0,9,2,4.5,1,0.933,349.18
°h§Ð,¤ý«T¤¯,2007,10,10,9,3,1,2,2,0,0,0,2,2,0,0.222,0.3,0.222,0,0,0,1,0,0,0,4,1,4,0,0.429,239.22
°h§Ð,·¨³Õ¶W,2007,8,10,8,0,3,2,1,1,0,0,3,2,0,0.25,0.4,0.375,1,0,0,2,0,0,0,4,0,0,0,0.714,253
°h§Ð,°¨«Ò¨º,2007,7,19,17,2,1,3,3,0,0,0,3,4,0,0.176,0.222,0.176,0,1,0,1,0,0,0,4,6,0.667,0,0.286,189.47
°h§Ð,¶À¯EµM,2007,7,9,8,0,1,1,0,1,0,0,2,4,0,0.125,0.222,0.25,0,0,0,1,0,0,0,1,2,0.5,0,0.429,127
°h§Ð,¼ï·ç¾±,2007,6,4,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,0.333,1,0.2,0
°h§Ð,¼BªÜ»¨,2008,100,358,309,49,46,73,47,15,3,8,118,74,1,0.236,0.31,0.382,8,0,11,34,0,4,0,78,95,0.821,1,0.643,759.25
°h§Ð,¥Û§Ó°¶,2008,99,431,397,46,64,132,106,23,3,0,161,34,2,0.332,0.377,0.406,14,4,1,24,0,5,4,146,85,1.718,0.333,0.678,723.49
°h§Ð,³¯«a¥ô,2008,98,440,400,77,58,139,118,13,7,1,169,27,4,0.347,0.391,0.423,14,1,4,20,4,11,3,142,96,1.479,0.571,0.748,921.5
°h§Ð,¶ÀÀs¸q,2008,98,462,413,57,89,127,71,40,4,12,211,78,13,0.308,0.371,0.511,9,2,2,36,2,7,7,119,91,1.308,0.65,0.891,1043.51
²{§Ð,¤ý³Ó°¶,2008,97,444,381,36,61,98,75,17,4,2,129,58,24,0.257,0.341,0.339,11,11,1,30,2,19,6,114,112,1.018,0.8,0.68,606.22
°h§Ð,¶À¥¿°¶,2008,97,386,339,30,53,82,68,9,3,2,103,57,18,0.242,0.313,0.304,5,12,0,33,0,2,8,99,101,0.98,0.692,0.578,534.89
°h§Ð,¸­§g¼ý,2008,97,337,311,26,26,70,58,11,1,0,83,32,2,0.225,0.271,0.267,14,5,1,20,0,0,3,123,87,1.414,0.4,0.407,438.08
°h§Ð,¥¬¹p,2008,96,420,361,102,90,119,68,26,1,24,219,39,0,0.33,0.401,0.607,8,0,7,39,4,9,0,75,135,0.556,0,1.084,1538.64
²{§Ð,°ª°ê¼y,2008,96,432,395,74,60,131,94,28,2,7,184,49,0,0.332,0.376,0.466,10,0,5,23,1,8,0,110,110,1,0,0.788,1025.65
°h§Ð,¾G¹FÂE,2008,95,372,339,30,43,94,75,14,4,1,119,36,5,0.277,0.333,0.351,8,3,1,20,0,9,6,112,98,1.143,0.455,0.591,566.29
°h§Ð,ªL©v¨k,2008,94,325,294,30,29,77,60,12,3,2,101,46,11,0.262,0.306,0.344,3,8,3,18,0,2,5,84,90,0.933,0.688,0.587,552.9
°h§Ð,°ªÞ³,2008,93,363,304,45,36,90,73,14,3,0,110,51,1,0.296,0.392,0.362,15,3,5,51,0,0,1,86,82,1.049,0.5,0.704,631.05
°h§Ð,³¢»Ê¤¯,2008,89,374,320,39,60,100,71,19,6,4,143,58,4,0.312,0.404,0.447,5,0,3,45,0,6,3,100,65,1.538,0.571,0.868,730.5
°h§Ð,³¯§J¦|,2008,89,337,303,39,34,89,70,17,1,1,111,34,0,0.294,0.349,0.366,7,5,2,24,0,3,0,102,79,1.291,0,0.624,619.73
°h§Ð,¤ý¶Ç®a,2008,89,353,316,50,35,95,73,15,3,4,128,30,0,0.301,0.357,0.405,9,0,6,29,0,2,1,88,109,0.807,0,0.688,758.63
°h§Ð,½²«Ø°¶,2008,89,305,262,17,43,78,58,16,3,1,103,48,3,0.298,0.387,0.393,7,2,1,37,1,2,3,84,53,1.585,0.5,0.753,505.71
°h§Ð,³¯³s§»,2008,87,366,309,65,50,97,62,22,0,13,158,55,2,0.314,0.411,0.511,7,0,3,49,1,4,6,71,89,0.798,0.25,0.951,1056.92
°h§Ð,³¯§Ó°¶,2008,87,320,301,43,27,83,59,18,2,4,117,58,2,0.276,0.313,0.389,9,0,1,15,1,2,1,95,66,1.439,0.667,0.601,687.75
°h§Ð,±i«Ø»Ê,2008,87,367,333,24,53,87,75,7,3,2,106,45,7,0.261,0.317,0.318,8,2,2,16,2,12,7,112,91,1.231,0.5,0.548,527.26
²{§Ð,©P«ä»ô,2008,85,377,336,34,60,111,80,20,7,4,157,56,12,0.33,0.392,0.467,5,1,3,34,1,2,4,81,90,0.9,0.75,0.88,737.36
°h§Ð,§õ¸q°¶,2008,84,280,261,28,22,52,36,11,1,4,77,88,1,0.199,0.234,0.295,11,6,1,8,0,4,1,61,61,1,0.5,0.407,496.23
°h§Ð,³¯¤¸¥Ò,2008,84,301,280,31,30,73,51,17,3,2,102,52,5,0.261,0.29,0.364,8,0,6,11,1,3,1,72,89,0.809,0.833,0.565,557.71
²{§Ð,¼ïªZ¶¯,2008,83,322,266,47,72,92,53,22,4,13,161,26,8,0.346,0.455,0.605,5,0,1,49,1,5,3,75,74,1.014,0.727,1.231,1001.86
°h§Ð,´¿µØ°¶,2008,83,292,272,25,24,75,64,8,2,1,90,33,7,0.276,0.309,0.331,6,4,2,11,0,3,2,98,68,1.441,0.778,0.541,510.74
°h§Ð,³¯®p¥Á,2008,83,295,261,29,33,68,54,12,1,1,85,30,0,0.261,0.318,0.326,6,5,4,21,1,3,0,85,82,1.037,0,0.553,510.54
°h§Ð,±i®õ¤s,2008,82,326,302,65,46,104,75,17,1,11,156,41,6,0.344,0.384,0.517,14,0,1,15,3,5,2,81,77,1.052,0.75,0.864,1045.37
°h§Ð,³¯­P»·,2008,81,375,334,50,71,101,68,19,3,11,159,36,17,0.302,0.362,0.476,6,0,5,30,2,4,3,76,126,0.603,0.85,0.876,931.4
°h§Ð,´^¬F¶{,2008,81,342,284,60,50,111,86,17,0,8,152,50,23,0.391,0.473,0.535,11,0,4,45,6,3,1,81,46,1.761,0.958,1.238,1002.85
²{§Ð,ªL´¼³Ó,2008,79,344,289,65,52,92,66,12,3,11,143,67,11,0.318,0.392,0.495,7,0,11,35,2,7,2,57,84,0.679,0.846,0.961,1006.34
°h§Ð,³¢©§µa,2008,78,254,232,41,34,55,34,13,0,8,92,52,1,0.237,0.299,0.397,2,0,1,21,0,0,2,65,61,1.066,0.333,0.63,694.07
°h§Ð,°ª§Óºõ,2008,77,254,224,28,18,54,46,6,0,2,66,29,0,0.241,0.3,0.295,4,4,5,16,0,5,0,69,76,0.908,0,0.5,487.07
°h§Ð,³¢¤@®p,2008,77,232,197,19,28,54,40,9,2,3,76,53,2,0.274,0.359,0.386,3,9,0,21,0,5,0,55,35,1.571,1,0.712,505.11
°h§Ð,´¿»¨¾s,2008,77,263,232,33,33,65,45,15,0,5,95,36,2,0.28,0.341,0.409,5,3,3,20,2,3,1,58,76,0.763,0.667,0.705,640.17
°h§Ð,¶§´Ë,2008,76,315,269,40,47,82,58,22,1,1,109,54,2,0.305,0.392,0.405,3,0,4,39,1,2,5,71,66,1.076,0.286,0.785,633.83
°h§Ð,¶À®õÀs,2008,76,179,169,13,20,35,26,6,0,3,50,33,3,0.207,0.233,0.296,7,3,1,5,0,1,3,50,52,0.962,0.5,0.41,382.1
°h§Ð,³¯·ç®¶,2008,76,298,262,28,23,70,62,8,0,0,78,32,3,0.267,0.329,0.298,12,6,4,24,0,2,3,98,66,1.485,0.5,0.517,485.18
°h§Ð,¼ï©¾­³,2008,76,252,233,45,21,67,48,12,1,6,99,51,1,0.288,0.328,0.425,5,0,2,14,2,1,0,67,50,1.34,1,0.684,731.55
°h§Ð,§d®a½÷,2008,75,184,174,14,21,46,37,7,2,0,57,35,3,0.264,0.282,0.328,3,3,2,5,0,0,2,44,51,0.863,0.6,0.489,391.37
°h§Ð,¦¶ÂE´Ë,2008,75,210,188,20,36,52,44,7,0,1,62,28,11,0.277,0.327,0.33,6,5,2,7,0,8,4,60,50,1.2,0.733,0.603,458.6
°h§Ð,¶À©¾¸q,2008,74,261,228,25,18,61,47,10,1,3,82,25,0,0.268,0.346,0.36,1,1,3,23,0,6,1,78,67,1.164,0,0.657,534.54
°h§Ð,±i®a¯E,2008,73,169,149,14,16,32,30,1,1,0,35,32,5,0.215,0.285,0.235,3,3,1,13,1,2,0,51,35,1.457,1,0.467,319.77
°h§Ð,½±´¼Áo,2008,72,241,213,29,26,62,49,9,3,1,80,38,3,0.291,0.35,0.376,7,4,3,17,0,4,2,67,49,1.367,0.6,0.65,536.08
°h§Ð,³\°ê¶©,2008,72,253,242,20,20,58,44,11,0,3,78,53,1,0.24,0.262,0.322,9,1,2,7,0,1,2,66,67,0.985,0.333,0.446,477.67
°h§Ð,¶À¬Fµa,2008,71,248,224,24,20,51,39,10,1,1,66,52,0,0.228,0.296,0.295,1,1,1,21,0,1,0,60,62,0.968,0,0.506,433.68
°h§Ð,´¿®a½å,2008,71,240,201,32,19,48,34,9,1,4,71,55,0,0.239,0.338,0.353,6,0,6,29,0,4,1,53,51,1.039,0,0.65,549.81
°h§Ð,ÁÂ¨Î½å,2008,71,302,264,53,51,76,52,7,0,17,134,76,4,0.288,0.368,0.508,3,0,1,34,3,0,1,48,65,0.738,0.8,0.911,1026.88
°h§Ð,§E¶i¼w,2008,71,242,215,22,31,59,51,7,0,1,69,28,5,0.274,0.322,0.321,6,11,0,15,1,0,3,77,51,1.51,0.625,0.545,473.42
°h§Ð,·¨ªQ©¶,2008,70,247,227,16,47,65,58,5,2,0,74,20,9,0.286,0.333,0.326,2,1,2,15,0,2,0,73,71,1.028,1,0.61,440.34
°h§Ð,Ä¬«Øºa,2008,70,128,119,11,10,22,17,3,1,1,30,28,4,0.185,0.23,0.252,0,2,0,7,0,0,1,29,40,0.725,0.8,0.418,289.87
°h§Ð,ÅQº~,2008,70,303,266,56,42,86,53,23,0,10,139,32,0,0.323,0.391,0.523,10,3,1,19,3,11,0,84,65,1.292,0,0.905,942.31
°h§Ð,¤ý©y¥Á,2008,69,233,210,19,26,57,48,9,0,0,66,24,3,0.271,0.317,0.314,6,9,0,12,0,2,5,75,54,1.389,0.375,0.506,432.43
°h§Ð,ªLÂE»·,2008,69,201,183,27,19,55,43,7,2,3,75,31,0,0.301,0.363,0.41,7,0,0,17,0,1,1,51,46,1.109,0,0.684,570.55
°h§Ð,ªLÀA³¹,2008,69,215,193,14,20,36,23,10,0,3,55,43,3,0.187,0.256,0.285,6,4,0,17,0,1,1,52,62,0.839,0.75,0.463,371.53
°h§Ð,¾G¥ü¦æ,2008,69,262,238,21,32,66,56,8,1,1,79,37,2,0.277,0.327,0.332,5,2,3,18,0,1,1,55,83,0.663,0.667,0.562,481.31
°h§Ð,§f«T¶¯,2008,69,183,163,23,16,31,25,3,1,2,42,27,6,0.19,0.267,0.258,2,2,0,14,1,3,1,56,49,1.143,0.857,0.489,387.18
°h§Ð,¤ý«H¥Á,2008,68,200,185,17,17,54,44,7,3,0,67,22,3,0.292,0.333,0.362,1,1,1,11,1,1,0,50,60,0.833,1,0.629,443.89
°h§Ð,³¯Ãh¤s,2008,68,227,206,32,19,51,45,5,0,1,59,30,0,0.248,0.299,0.286,7,3,2,16,0,0,2,88,39,2.256,0,0.457,486.57
°h§Ð,³¢©§µú,2008,67,272,240,31,33,74,50,15,1,8,115,47,2,0.308,0.381,0.479,5,3,0,26,1,2,1,54,65,0.831,0.667,0.849,738.33
°h§Ð,¾HãÂ¶§,2008,66,227,209,20,27,57,47,6,1,3,74,33,0,0.273,0.311,0.354,5,5,1,12,0,0,4,74,46,1.609,0,0.534,506.73
°h§Ð,³¯ª÷¾W,2008,66,279,240,70,52,88,53,17,2,16,157,53,4,0.367,0.428,0.654,4,0,6,28,3,2,1,52,53,0.981,0.8,1.236,1193.67
°h§Ð,³¯¦¿©M,2008,65,255,232,21,24,60,52,7,1,0,69,33,3,0.259,0.296,0.297,3,8,2,9,0,4,0,85,56,1.518,1,0.486,432.62
°h§Ð,ªL¥Ã©[,2008,64,183,164,5,29,33,28,5,0,0,38,34,4,0.201,0.272,0.232,3,3,0,8,0,8,1,54,43,1.256,0.8,0.43,264.22
°h§Ð,±i®a·½,2008,62,195,169,9,26,44,35,7,1,1,56,26,1,0.26,0.347,0.331,2,2,1,19,0,4,1,48,52,0.923,0.5,0.625,381.36
°h§Ð,ªL©ú¾Ë,2008,62,173,148,16,26,30,28,2,0,0,32,12,8,0.203,0.288,0.216,4,2,3,17,1,2,1,70,39,1.795,0.889,0.488,314.7
°h§Ð,¬Iª÷¨å,2008,60,124,113,11,7,22,18,3,1,0,27,15,0,0.195,0.238,0.239,7,1,2,7,1,0,0,53,25,2.12,0,0.357,276.69
°h§Ð,®³¯}±[,2008,59,253,240,32,31,75,60,9,3,3,99,25,8,0.312,0.333,0.413,11,0,3,8,1,1,1,75,68,1.103,0.889,0.661,631.5
°h§Ð,«Â¯Ç´µ,2008,59,258,228,42,33,82,55,20,0,7,123,19,1,0.36,0.409,0.539,8,0,4,16,4,6,1,66,65,1.015,0.5,0.968,832.65
°h§Ð,±d­õÞ³,2008,58,183,161,10,19,40,37,2,1,0,44,18,3,0.248,0.288,0.273,3,13,0,5,0,4,3,62,41,1.512,0.5,0.441,342.45
°h§Ð,¥d¬¥´µ,2008,57,231,209,27,34,57,36,14,1,6,91,45,1,0.273,0.329,0.435,1,0,3,17,0,2,2,46,64,0.719,0.333,0.716,618.73
°h§Ð,³¯·ç©÷,2008,57,158,140,21,17,41,31,7,0,3,57,17,2,0.293,0.357,0.407,2,1,2,10,0,5,0,54,30,1.8,1,0.733,514.86
°h§Ð,§E½å©ú,2008,56,189,170,11,17,48,45,2,1,0,52,26,4,0.282,0.341,0.306,4,4,0,11,0,4,4,50,46,1.087,0.5,0.546,389.35
°h§Ð,³¯¹Å§»,2008,55,124,116,12,7,28,17,9,0,2,43,25,0,0.241,0.282,0.371,3,0,1,4,0,3,1,31,33,0.939,0,0.543,384.38
°h§Ð,ªL«a¥ò,2008,52,138,120,10,9,25,19,3,3,0,34,25,0,0.208,0.284,0.283,3,3,1,10,1,3,2,43,28,1.536,0,0.48,292.33
°h§Ð,¶§ªF¯q,2008,50,128,120,8,14,31,26,4,0,1,38,22,3,0.258,0.299,0.317,1,1,0,5,0,2,0,34,33,1.03,1,0.533,356.33
°h§Ð,¶À¥ÌÀM,2008,50,165,140,12,26,36,36,0,0,0,36,17,3,0.257,0.358,0.257,3,0,2,18,0,5,1,46,43,1.07,0.75,0.574,353.14
°h§Ð,³\¸tªN,2008,49,131,120,9,13,27,22,4,0,1,34,19,1,0.225,0.271,0.283,4,1,1,8,1,0,0,42,33,1.273,1,0.454,324
